期号,百位,十位,个位,和值,跨度,重复数字
6992,3 ,1 ,1 ,5,2,1
6993,2 ,6 ,2 ,10,4,1
6994,5 ,6 ,4 ,15,2,0
6995,3 ,2 ,7 ,12,5,0
6996,4 ,1 ,7 ,12,6,0
6997,4 ,4 ,7 ,15,3,1
6998,0 ,9 ,1 ,10,9,0
6999,1 ,2 ,1 ,4,1,1
7000,0 ,5 ,0 ,5,5,1
7001,4 ,4 ,8 ,16,4,1
7002,8 ,7 ,2 ,17,6,0
7003,1 ,3 ,3 ,7,2,1
7004,2 ,1 ,0 ,3,2,0
7005,2 ,0 ,3 ,5,3,0
7006,1 ,6 ,0 ,7,6,0
7007,1 ,6 ,7 ,14,6,0
7008,9 ,0 ,4 ,13,9,0
7009,8 ,1 ,9 ,18,8,0
7010,9 ,4 ,6 ,19,5,0
7011,9 ,3 ,0 ,12,9,0
7012,7 ,2 ,0 ,9,7,0
7013,2 ,9 ,3 ,14,7,0
7014,5 ,4 ,8 ,17,4,0
7015,1 ,9 ,4 ,14,8,0
7016,8 ,7 ,2 ,17,6,0
7017,7 ,0 ,0 ,7,7,1
7018,0 ,7 ,3 ,10,7,0
7019,1 ,7 ,5 ,13,6,0
7020,1 ,2 ,8 ,11,7,0
7021,2 ,7 ,5 ,14,5,0
7022,6 ,0 ,3 ,9,6,0
7023,8 ,4 ,3 ,15,5,0
7024,9 ,8 ,5 ,22,4,0
7025,1 ,9 ,7 ,17,8,0
7026,9 ,8 ,7 ,24,2,0
7027,2 ,5 ,8 ,15,6,0
7028,7 ,1 ,9 ,17,8,0
7029,4 ,5 ,3 ,12,2,0
7030,5 ,9 ,8 ,22,4,0
7031,9 ,1 ,5 ,15,8,0
7032,2 ,7 ,6 ,15,5,0
7033,2 ,3 ,5 ,10,3,0
7034,5 ,0 ,6 ,11,6,0
7035,5 ,9 ,9 ,23,4,1
7036,6 ,1 ,0 ,7,6,0
7037,4 ,4 ,7 ,15,3,1
7038,0 ,8 ,0 ,8,8,1
7039,4 ,5 ,3 ,12,2,0
7040,3 ,3 ,0 ,6,3,1
7041,8 ,3 ,0 ,11,8,0
7042,6 ,5 ,8 ,19,3,0
7043,7 ,9 ,5 ,21,4,0
7044,9 ,5 ,4 ,18,5,0
7045,3 ,5 ,6 ,14,3,0
7046,5 ,4 ,2 ,11,3,0
7047,2 ,5 ,1 ,8,4,0
7048,5 ,8 ,4 ,17,4,0
7049,8 ,9 ,3 ,20,6,0
7050,2 ,8 ,5 ,15,6,0
7051,5 ,8 ,0 ,13,8,0
7052,5 ,7 ,6 ,18,2,0
7053,5 ,2 ,1 ,8,4,0
7054,4 ,3 ,2 ,9,2,0
7055,6 ,3 ,2 ,11,4,0
7056,6 ,0 ,9 ,15,9,0
7057,2 ,0 ,7 ,9,7,0
7058,7 ,7 ,4 ,18,3,1
7059,4 ,8 ,6 ,18,4,0
7060,1 ,8 ,0 ,9,8,0
7061,7 ,2 ,2 ,11,5,1
7062,4 ,5 ,6 ,15,2,0
7063,9 ,5 ,8 ,22,4,0
7064,6 ,9 ,8 ,23,3,0
7065,9 ,3 ,8 ,20,6,0
7066,0 ,2 ,0 ,2,2,1
7067,7 ,5 ,5 ,17,2,1
7068,5 ,1 ,6 ,12,5,0
7069,1 ,4 ,3 ,8,3,0
7070,4 ,8 ,9 ,21,5,0
7071,8 ,8 ,6 ,22,2,1
7072,3 ,6 ,9 ,18,6,0
7073,3 ,9 ,7 ,19,6,0
7074,5 ,0 ,0 ,5,5,1
7075,7 ,5 ,4 ,16,3,0
7076,8 ,8 ,6 ,22,2,1
7077,5 ,1 ,5 ,11,4,1
7078,9 ,7 ,0 ,16,9,0
7079,9 ,3 ,5 ,17,6,0
7080,3 ,0 ,0 ,3,3,1
7081,2 ,8 ,6 ,16,6,0
7082,7 ,4 ,4 ,15,3,1
7083,1 ,2 ,2 ,5,1,1
7084,5 ,0 ,0 ,5,5,1
7085,4 ,9 ,4 ,17,5,1
7086,6 ,9 ,2 ,17,7,0
7087,4 ,9 ,3 ,16,6,0
7088,6 ,5 ,0 ,11,6,0
7089,8 ,8 ,9 ,25,1,1
7090,4 ,9 ,0 ,13,9,0
7091,2 ,6 ,7 ,15,5,0
7092,2 ,8 ,7 ,17,6,0
7093,6 ,0 ,6 ,12,6,1
7094,3 ,1 ,2 ,6,2,0
7095,7 ,9 ,3 ,19,6,0
7096,6 ,1 ,1 ,8,5,1
7097,9 ,3 ,5 ,17,6,0
7098,2 ,6 ,6 ,14,4,1
7099,5 ,9 ,4 ,18,5,0
7100,1 ,8 ,4 ,13,7,0
7101,1 ,0 ,6 ,7,6,0
7102,0 ,3 ,8 ,11,8,0
7103,7 ,4 ,7 ,18,3,1
7104,3 ,4 ,9 ,16,6,0
7105,9 ,2 ,7 ,18,7,0
7106,0 ,1 ,0 ,1,1,1
7107,7 ,3 ,9 ,19,6,0
7108,2 ,4 ,0 ,6,4,0
7109,8 ,8 ,7 ,23,1,1
7110,9 ,2 ,1 ,12,8,0
7111,4 ,9 ,8 ,21,5,0
7112,6 ,0 ,1 ,7,6,0
7113,9 ,8 ,2 ,19,7,0
7114,3 ,7 ,9 ,19,6,0
7115,9 ,5 ,2 ,16,7,0
7116,5 ,2 ,8 ,15,6,0
7117,4 ,6 ,2 ,12,4,0
7118,7 ,8 ,6 ,21,2,0
7119,2 ,8 ,5 ,15,6,0
7120,3 ,4 ,8 ,15,5,0
7121,7 ,5 ,5 ,17,2,1
7122,2 ,4 ,4 ,10,2,1
7123,8 ,1 ,6 ,15,7,0
7124,1 ,9 ,2 ,12,8,0
7125,7 ,4 ,3 ,14,4,0
7126,8 ,7 ,4 ,19,4,0
7127,4 ,7 ,2 ,13,5,0
7128,5 ,7 ,9 ,21,4,0
7129,1 ,4 ,1 ,6,3,1
7130,8 ,7 ,7 ,22,1,1
7131,0 ,8 ,6 ,14,8,0
7132,5 ,7 ,8 ,20,3,0
7133,5 ,6 ,1 ,12,5,0
7134,6 ,6 ,4 ,16,2,1
7135,5 ,0 ,0 ,5,5,1
7136,7 ,4 ,4 ,15,3,1
7137,6 ,8 ,9 ,23,3,0
7138,0 ,5 ,9 ,14,9,0
7139,6 ,4 ,1 ,11,5,0
7140,5 ,3 ,6 ,14,3,0
7141,0 ,8 ,3 ,11,8,0
7142,7 ,8 ,7 ,22,1,1
7143,9 ,7 ,7 ,23,2,1
7144,1 ,8 ,4 ,13,7,0
7145,7 ,0 ,2 ,9,7,0
7146,4 ,0 ,4 ,8,4,1
7147,1 ,6 ,9 ,16,8,0
7148,8 ,2 ,2 ,12,6,1
7149,8 ,7 ,5 ,20,3,0
7150,8 ,8 ,2 ,18,6,1
7151,2 ,2 ,5 ,9,3,1
7152,0 ,2 ,6 ,8,6,0
7153,9 ,8 ,2 ,19,7,0
7154,5 ,7 ,3 ,15,4,0
7155,0 ,5 ,3 ,8,5,0
7156,7 ,6 ,4 ,17,3,0
7157,5 ,8 ,5 ,18,3,1
7158,7 ,9 ,4 ,20,5,0
7159,0 ,9 ,2 ,11,9,0
7160,5 ,4 ,6 ,15,2,0
7161,2 ,1 ,8 ,11,7,0
7162,7 ,2 ,7 ,16,5,1
7163,5 ,4 ,3 ,12,2,0
7164,8 ,9 ,5 ,22,4,0
7165,8 ,1 ,2 ,11,7,0
7166,9 ,9 ,1 ,19,8,1
7167,3 ,5 ,4 ,12,2,0
7168,2 ,5 ,4 ,11,3,0
7169,9 ,6 ,8 ,23,3,0
7170,9 ,9 ,8 ,26,1,1
7171,5 ,6 ,9 ,20,4,0
7172,7 ,3 ,0 ,10,7,0
7173,6 ,1 ,8 ,15,7,0
7174,9 ,3 ,5 ,17,6,0
7175,7 ,8 ,3 ,18,5,0
7176,0 ,1 ,4 ,5,4,0
7177,7 ,5 ,9 ,21,4,0
7178,6 ,6 ,0 ,12,6,1
7179,0 ,9 ,1 ,10,9,0
7180,9 ,8 ,6 ,23,3,0
7181,3 ,9 ,8 ,20,6,0
7182,2 ,1 ,0 ,3,2,0
7183,7 ,2 ,3 ,12,5,0
7184,8 ,3 ,8 ,19,5,1
7185,5 ,0 ,5 ,10,5,1
7186,4 ,6 ,5 ,15,2,0
7187,7 ,9 ,7 ,23,2,1
7188,6 ,5 ,4 ,15,2,0
7189,2 ,0 ,4 ,6,4,0
7190,0 ,6 ,9 ,15,9,0
7191,2 ,6 ,1 ,9,5,0
7192,7 ,1 ,3 ,11,6,0
7193,7 ,2 ,2 ,11,5,1
7194,3 ,6 ,7 ,16,4,0
7195,7 ,5 ,2 ,14,5,0
7196,6 ,3 ,3 ,12,3,1
7197,1 ,9 ,8 ,18,8,0
7198,5 ,1 ,9 ,15,8,0
7199,8 ,1 ,0 ,9,8,0
7200,3 ,0 ,4 ,7,4,0
7201,4 ,6 ,5 ,15,2,0
7202,3 ,9 ,3 ,15,6,1
7203,6 ,6 ,6 ,18,0,1
7204,7 ,3 ,1 ,11,6,0
7205,8 ,5 ,1 ,14,7,0
7206,9 ,5 ,8 ,22,4,0
7207,6 ,9 ,0 ,15,9,0
7208,4 ,4 ,0 ,8,4,1
7209,5 ,0 ,7 ,12,7,0
7210,1 ,5 ,0 ,6,5,0
7211,5 ,1 ,2 ,8,4,0
7212,8 ,6 ,5 ,19,3,0
7213,0 ,4 ,0 ,4,4,1
7214,3 ,3 ,4 ,10,1,1
7215,2 ,4 ,5 ,11,3,0
7216,2 ,9 ,9 ,20,7,1
7217,6 ,2 ,3 ,11,4,0
7218,9 ,2 ,8 ,19,7,0
7219,8 ,1 ,2 ,11,7,0
7220,2 ,8 ,1 ,11,7,0
7221,2 ,6 ,0 ,8,6,0
7222,3 ,2 ,0 ,5,3,0
7223,5 ,0 ,9 ,14,9,0
7224,7 ,6 ,5 ,18,2,0
7225,5 ,9 ,2 ,16,7,0
7226,5 ,9 ,0 ,14,9,0
7227,9 ,0 ,1 ,10,9,0
7228,0 ,9 ,0 ,9,9,1
7229,5 ,5 ,4 ,14,1,1
7230,2 ,5 ,6 ,13,4,0
7231,1 ,5 ,6 ,12,5,0
7232,3 ,9 ,5 ,17,6,0
7233,4 ,6 ,2 ,12,4,0
7234,8 ,6 ,5 ,19,3,0
7235,5 ,7 ,2 ,14,5,0
7236,9 ,2 ,0 ,11,9,0
7237,9 ,5 ,3 ,17,6,0
7238,1 ,6 ,7 ,14,6,0
7239,5 ,6 ,2 ,13,4,0
7240,4 ,4 ,1 ,9,3,1
7241,9 ,4 ,3 ,16,6,0
7242,1 ,2 ,1 ,4,1,1
7243,3 ,2 ,3 ,8,1,1
7244,5 ,0 ,5 ,10,5,1
7245,8 ,8 ,3 ,19,5,1
7246,2 ,3 ,1 ,6,2,0
7247,0 ,6 ,0 ,6,6,1
7248,1 ,5 ,0 ,6,5,0
7249,8 ,4 ,8 ,20,4,1
7250,8 ,6 ,9 ,23,3,0
7251,7 ,7 ,5 ,19,2,1
7252,0 ,2 ,7 ,9,7,0
7253,6 ,3 ,0 ,9,6,0
7254,4 ,4 ,3 ,11,1,1
7255,5 ,7 ,7 ,19,2,1
7256,8 ,0 ,8 ,16,8,1
7257,2 ,3 ,4 ,9,2,0
7258,5 ,3 ,6 ,14,3,0
7259,2 ,4 ,7 ,13,5,0
7260,4 ,2 ,9 ,15,7,0
7261,9 ,5 ,8 ,22,4,0
7262,0 ,2 ,1 ,3,2,0
7263,9 ,4 ,9 ,22,5,1
7264,7 ,7 ,2 ,16,5,1
7265,8 ,6 ,4 ,18,4,0
7266,5 ,3 ,2 ,10,3,0
7267,1 ,0 ,5 ,6,5,0
7268,7 ,0 ,8 ,15,8,0
7269,4 ,8 ,7 ,19,4,0
7270,7 ,8 ,3 ,18,5,0
7271,2 ,0 ,3 ,5,3,0
7272,7 ,1 ,9 ,17,8,0
7273,6 ,3 ,5 ,14,3,0
7274,3 ,4 ,1 ,8,3,0
7275,3 ,2 ,4 ,9,2,0
7276,5 ,5 ,7 ,17,2,1
7277,7 ,3 ,2 ,12,5,0
7278,7 ,3 ,7 ,17,4,1
7279,7 ,4 ,7 ,18,3,1
7280,6 ,0 ,2 ,8,6,0
7281,3 ,8 ,7 ,18,5,0
7282,6 ,9 ,9 ,24,3,1
7283,5 ,0 ,3 ,8,5,0
7284,8 ,7 ,2 ,17,6,0
7285,3 ,5 ,1 ,9,4,0
7286,5 ,1 ,5 ,11,4,1
7287,4 ,8 ,5 ,17,4,0
7288,8 ,5 ,1 ,14,7,0
7289,6 ,8 ,5 ,19,3,0
7290,5 ,0 ,2 ,7,5,0
7291,6 ,7 ,7 ,20,1,1
7292,6 ,1 ,9 ,16,8,0
7293,1 ,8 ,1 ,10,7,1
7294,1 ,4 ,1 ,6,3,1
7295,0 ,8 ,3 ,11,8,0
7296,7 ,2 ,9 ,18,7,0
7297,6 ,8 ,9 ,23,3,0
7298,6 ,6 ,0 ,12,6,1
7299,6 ,0 ,3 ,9,6,0
7300,5 ,6 ,5 ,16,1,1
7301,6 ,1 ,1 ,8,5,1
7302,5 ,0 ,8 ,13,8,0
7303,7 ,9 ,7 ,23,2,1
7304,5 ,7 ,8 ,20,3,0
7305,6 ,5 ,2 ,13,4,0
7306,1 ,5 ,1 ,7,4,1
7307,5 ,2 ,5 ,12,3,1
7308,9 ,3 ,6 ,18,6,0
7309,2 ,9 ,0 ,11,9,0
7310,0 ,9 ,7 ,16,9,0
7311,4 ,0 ,8 ,12,8,0
7312,1 ,6 ,7 ,14,6,0
7313,3 ,9 ,2 ,14,7,0
7314,1 ,3 ,1 ,5,2,1
7315,5 ,6 ,0 ,11,6,0
7316,7 ,5 ,3 ,15,4,0
7317,2 ,8 ,2 ,12,6,1
7318,1 ,4 ,6 ,11,5,0
7319,7 ,6 ,5 ,18,2,0
7320,0 ,6 ,9 ,15,9,0
7321,1 ,1 ,7 ,9,6,1
7322,7 ,9 ,2 ,18,7,0
7323,0 ,0 ,6 ,6,6,1
7324,7 ,3 ,3 ,13,4,1
7325,8 ,9 ,3 ,20,6,0
7326,2 ,3 ,0 ,5,3,0
7327,0 ,0 ,8 ,8,8,1
7328,4 ,1 ,0 ,5,4,0
7329,4 ,2 ,6 ,12,4,0
7330,6 ,5 ,4 ,15,2,0
7331,6 ,4 ,0 ,10,6,0
7332,9 ,6 ,0 ,15,9,0
7333,6 ,6 ,0 ,12,6,1
7334,4 ,4 ,4 ,12,0,1
7335,9 ,7 ,5 ,21,4,0
7336,9 ,7 ,3 ,19,6,0
7337,1 ,8 ,8 ,17,7,1
7338,6 ,2 ,5 ,13,4,0
7339,3 ,3 ,6 ,12,3,1
7340,6 ,9 ,1 ,16,8,0
7341,1 ,3 ,1 ,5,2,1
7342,1 ,0 ,9 ,10,9,0
7343,0 ,5 ,5 ,10,5,1
7344,7 ,2 ,4 ,13,5,0
7345,3 ,2 ,7 ,12,5,0
7346,6 ,3 ,8 ,17,5,0
7347,4 ,9 ,2 ,15,7,0
7348,0 ,6 ,0 ,6,6,1
7349,2 ,2 ,2 ,6,0,1
7350,3 ,3 ,8 ,14,5,1
7351,1 ,9 ,7 ,17,8,0
7352,2 ,8 ,5 ,15,6,0
7353,0 ,4 ,1 ,5,4,0
7354,8 ,8 ,3 ,19,5,1
7355,9 ,8 ,6 ,23,3,0
7356,3 ,2 ,7 ,12,5,0
7357,3 ,5 ,6 ,14,3,0
7358,0 ,9 ,9 ,18,9,1
7359,0 ,7 ,0 ,7,7,1
7360,0 ,9 ,2 ,11,9,0
7361,4 ,4 ,4 ,12,0,1
7362,6 ,9 ,6 ,21,3,1
7363,2 ,8 ,0 ,10,8,0
7364,8 ,3 ,8 ,19,5,1
7365,7 ,6 ,4 ,17,3,0
7366,2 ,8 ,9 ,19,7,0
7367,5 ,3 ,3 ,11,2,1
7368,9 ,0 ,9 ,18,9,1
7369,4 ,1 ,0 ,5,4,0
7370,7 ,3 ,8 ,18,5,0
7371,0 ,3 ,7 ,10,7,0
7372,6 ,4 ,3 ,13,3,0
7373,8 ,8 ,9 ,25,1,1
7374,5 ,0 ,0 ,5,5,1
7375,5 ,3 ,1 ,9,4,0
7376,9 ,1 ,1 ,11,8,1
7377,8 ,6 ,7 ,21,2,0
7378,0 ,2 ,0 ,2,2,1
7379,3 ,0 ,9 ,12,9,0
7380,0 ,0 ,8 ,8,8,1
7381,1 ,2 ,8 ,11,7,0
7382,5 ,1 ,4 ,10,4,0
7383,1 ,3 ,9 ,13,8,0
7384,6 ,2 ,2 ,10,4,1
7385,5 ,7 ,8 ,20,3,0
7386,1 ,3 ,9 ,13,8,0
7387,2 ,3 ,0 ,5,3,0
7388,2 ,2 ,9 ,13,7,1
7389,4 ,5 ,2 ,11,3,0
7390,5 ,1 ,2 ,8,4,0
7391,3 ,5 ,8 ,16,5,0
7392,1 ,5 ,7 ,13,6,0
7393,2 ,9 ,9 ,20,7,1
7394,8 ,7 ,0 ,15,8,0
7395,4 ,2 ,8 ,14,6,0
7396,0 ,7 ,2 ,9,7,0
7397,6 ,2 ,8 ,16,6,0
7398,1 ,8 ,4 ,13,7,0
7399,3 ,0 ,5 ,8,5,0
7400,3 ,1 ,5 ,9,4,0
7401,7 ,7 ,7 ,21,0,1
7402,4 ,1 ,1 ,6,3,1
7403,2 ,9 ,2 ,13,7,1
7404,1 ,8 ,2 ,11,7,0
7405,7 ,5 ,4 ,16,3,0
7406,3 ,1 ,9 ,13,8,0
7407,7 ,6 ,7 ,20,1,1
7408,3 ,1 ,5 ,9,4,0
7409,1 ,8 ,8 ,17,7,1
7410,7 ,6 ,2 ,15,5,0
7411,0 ,8 ,7 ,15,8,0
7412,2 ,2 ,0 ,4,2,1
7413,9 ,1 ,1 ,11,8,1
7414,9 ,2 ,3 ,14,7,0
7415,5 ,2 ,7 ,14,5,0
7416,9 ,4 ,2 ,15,7,0
7417,7 ,1 ,4 ,12,6,0
7418,8 ,9 ,4 ,21,5,0
7419,7 ,4 ,2 ,13,5,0
7420,7 ,7 ,5 ,19,2,1
7421,3 ,7 ,0 ,10,7,0
7422,2 ,2 ,1 ,5,1,1
7423,4 ,0 ,9 ,13,9,0
7424,3 ,0 ,4 ,7,4,0
7425,9 ,0 ,0 ,9,9,1
7426,3 ,3 ,1 ,7,2,1
7427,4 ,0 ,8 ,12,8,0
7428,8 ,5 ,3 ,16,5,0
7429,9 ,5 ,4 ,18,5,0
7430,3 ,5 ,8 ,16,5,0
7431,9 ,3 ,0 ,12,9,0
7432,4 ,7 ,7 ,18,3,1
7433,0 ,7 ,0 ,7,7,1
7434,7 ,4 ,6 ,17,3,0
7435,4 ,1 ,7 ,12,6,0
7436,6 ,6 ,3 ,15,3,1
7437,5 ,0 ,5 ,10,5,1
7438,2 ,5 ,9 ,16,7,0
7439,2 ,9 ,8 ,19,7,0
7440,0 ,9 ,9 ,18,9,1
7441,7 ,2 ,0 ,9,7,0
7442,0 ,4 ,2 ,6,4,0
7443,0 ,4 ,2 ,6,4,0
7444,8 ,4 ,1 ,13,7,0
7445,5 ,7 ,1 ,13,6,0
7446,5 ,8 ,0 ,13,8,0
7447,6 ,4 ,8 ,18,4,0
7448,5 ,0 ,3 ,8,5,0
7449,9 ,0 ,3 ,12,9,0
7450,3 ,5 ,7 ,15,4,0
7451,1 ,5 ,8 ,14,7,0
7452,5 ,6 ,2 ,13,4,0
7453,6 ,8 ,8 ,22,2,1
7454,2 ,4 ,9 ,15,7,0
7455,4 ,3 ,2 ,9,2,0
7456,8 ,5 ,0 ,13,8,0
7457,5 ,9 ,6 ,20,4,0
7458,3 ,9 ,8 ,20,6,0
7459,6 ,0 ,9 ,15,9,0
7460,7 ,1 ,5 ,13,6,0
7461,8 ,1 ,7 ,16,7,0
7462,7 ,0 ,8 ,15,8,0
7463,7 ,8 ,3 ,18,5,0
7464,2 ,0 ,6 ,8,6,0
7465,6 ,6 ,6 ,18,0,1
7466,6 ,4 ,8 ,18,4,0
7467,8 ,8 ,7 ,23,1,1
7468,3 ,2 ,2 ,7,1,1
7469,5 ,3 ,2 ,10,3,0
7470,6 ,6 ,4 ,16,2,1
7471,0 ,5 ,3 ,8,5,0
7472,1 ,2 ,1 ,4,1,1
7473,8 ,7 ,4 ,19,4,0
7474,8 ,4 ,5 ,17,4,0
7475,0 ,2 ,5 ,7,5,0
7476,4 ,4 ,6 ,14,2,1
7477,5 ,2 ,7 ,14,5,0
7478,4 ,9 ,5 ,18,5,0
7479,8 ,5 ,6 ,19,3,0
7480,5 ,1 ,4 ,10,4,0
7481,3 ,3 ,4 ,10,1,1
7482,0 ,4 ,3 ,7,4,0
7483,9 ,2 ,3 ,14,7,0
7484,7 ,5 ,2 ,14,5,0
7485,3 ,7 ,2 ,12,5,0
7486,1 ,3 ,9 ,13,8,0
7487,5 ,1 ,9 ,15,8,0
7488,8 ,4 ,2 ,14,6,0
7489,1 ,0 ,4 ,5,4,0
7490,3 ,8 ,0 ,11,8,0
7491,6 ,3 ,8 ,17,5,0
7492,8 ,4 ,5 ,17,4,0
7493,9 ,1 ,9 ,19,8,1
7494,4 ,1 ,3 ,8,3,0
7495,1 ,3 ,3 ,7,2,1
7496,7 ,2 ,8 ,17,6,0
7497,9 ,1 ,8 ,18,8,0
7498,8 ,1 ,1 ,10,7,1
7499,7 ,0 ,0 ,7,7,1
7500,1 ,0 ,3 ,4,3,0
7501,1 ,5 ,9 ,15,8,0
7502,3 ,0 ,6 ,9,6,0
7503,7 ,3 ,5 ,15,4,0
7504,6 ,0 ,2 ,8,6,0
7505,0 ,6 ,6 ,12,6,1
7506,1 ,5 ,0 ,6,5,0
7507,3 ,1 ,0 ,4,3,0
7508,1 ,1 ,7 ,9,6,1
7509,8 ,7 ,3 ,18,5,0
7510,1 ,5 ,6 ,12,5,0
7511,9 ,7 ,3 ,19,6,0
7512,7 ,6 ,7 ,20,1,1
7513,0 ,5 ,9 ,14,9,0
7514,0 ,8 ,6 ,14,8,0
7515,2 ,3 ,5 ,10,3,0
7516,7 ,3 ,2 ,12,5,0
7517,0 ,1 ,0 ,1,1,1
7518,2 ,1 ,7 ,10,6,0
7519,5 ,7 ,3 ,15,4,0
7520,1 ,9 ,8 ,18,8,0
7521,0 ,9 ,0 ,9,9,1
7522,7 ,9 ,9 ,25,2,1
7523,0 ,7 ,4 ,11,7,0
7524,9 ,8 ,1 ,18,8,0
7525,2 ,9 ,5 ,16,7,0
7526,4 ,9 ,6 ,19,5,0
7527,5 ,1 ,4 ,10,4,0
7528,1 ,8 ,4 ,13,7,0
7529,9 ,2 ,0 ,11,9,0
7530,8 ,8 ,6 ,22,2,1
7531,4 ,5 ,0 ,9,5,0
7532,8 ,5 ,6 ,19,3,0
7533,8 ,9 ,2 ,19,7,0
7534,8 ,8 ,4 ,20,4,1
7535,9 ,8 ,2 ,19,7,0
7536,0 ,5 ,7 ,12,7,0
7537,8 ,7 ,0 ,15,8,0
7538,8 ,3 ,8 ,19,5,1
7539,5 ,6 ,8 ,19,3,0
7540,1 ,4 ,3 ,8,3,0
7541,2 ,1 ,3 ,6,2,0
7542,7 ,8 ,3 ,18,5,0
7543,1 ,3 ,4 ,8,3,0
7544,2 ,7 ,4 ,13,5,0
7545,7 ,9 ,4 ,20,5,0
7546,8 ,8 ,8 ,24,0,1
7547,3 ,7 ,9 ,19,6,0
7548,5 ,0 ,3 ,8,5,0
7549,0 ,6 ,3 ,9,6,0
7550,5 ,7 ,5 ,17,2,1
7551,8 ,7 ,5 ,20,3,0
7552,1 ,1 ,7 ,9,6,1
7553,1 ,2 ,4 ,7,3,0
7554,3 ,9 ,3 ,15,6,1
7555,6 ,5 ,4 ,15,2,0
7556,4 ,1 ,1 ,6,3,1
7557,4 ,0 ,8 ,12,8,0
7558,3 ,9 ,8 ,20,6,0
7559,8 ,8 ,4 ,20,4,1
7560,6 ,0 ,2 ,8,6,0
7561,0 ,6 ,5 ,11,6,0
7562,2 ,5 ,3 ,10,3,0
7563,9 ,0 ,4 ,13,9,0
7564,9 ,0 ,5 ,14,9,0
7565,6 ,8 ,7 ,21,2,0
7566,0 ,6 ,9 ,15,9,0
7567,5 ,8 ,6 ,19,3,0
7568,1 ,7 ,6 ,14,6,0
7569,7 ,1 ,6 ,14,6,0
7570,6 ,1 ,9 ,16,8,0
7571,4 ,0 ,1 ,5,4,0
7572,7 ,3 ,7 ,17,4,1
7573,1 ,1 ,2 ,4,1,1
7574,8 ,7 ,1 ,16,7,0
7575,2 ,9 ,3 ,14,7,0
7576,4 ,1 ,2 ,7,3,0
7577,8 ,0 ,4 ,12,8,0
7578,2 ,3 ,6 ,11,4,0
7579,0 ,0 ,7 ,7,7,1
7580,4 ,9 ,6 ,19,5,0
7581,7 ,1 ,0 ,8,7,0
7582,5 ,0 ,7 ,12,7,0
7583,1 ,8 ,5 ,14,7,0
7584,1 ,5 ,1 ,7,4,1
7585,2 ,1 ,0 ,3,2,0
7586,2 ,7 ,5 ,14,5,0
7587,3 ,7 ,1 ,11,6,0
7588,4 ,6 ,3 ,13,3,0
7589,5 ,0 ,5 ,10,5,1
7590,5 ,7 ,5 ,17,2,1
7591,6 ,6 ,6 ,18,0,1
7592,9 ,4 ,5 ,18,5,0
7593,9 ,8 ,1 ,18,8,0
7594,7 ,5 ,7 ,19,2,1
7595,1 ,9 ,3 ,13,8,0
7596,7 ,1 ,1 ,9,6,1
7597,4 ,9 ,5 ,18,5,0
7598,5 ,6 ,3 ,14,3,0
7599,2 ,0 ,6 ,8,6,0
7600,9 ,4 ,2 ,15,7,0
7601,9 ,7 ,0 ,16,9,0
7602,9 ,5 ,9 ,23,4,1
7603,9 ,2 ,2 ,13,7,1
7604,2 ,4 ,7 ,13,5,0
7605,3 ,3 ,9 ,15,6,1
7606,1 ,6 ,5 ,12,5,0
7607,0 ,6 ,5 ,11,6,0
7608,6 ,0 ,2 ,8,6,0
7609,2 ,8 ,5 ,15,6,0
7610,6 ,8 ,9 ,23,3,0
7611,0 ,2 ,9 ,11,9,0
7612,7 ,5 ,0 ,12,7,0
7613,8 ,0 ,2 ,10,8,0
7614,4 ,2 ,2 ,8,2,1
7615,3 ,1 ,4 ,8,3,0
7616,0 ,2 ,2 ,4,2,1
7617,1 ,2 ,4 ,7,3,0
7618,8 ,9 ,1 ,18,8,0
7619,3 ,3 ,7 ,13,4,1
7620,5 ,5 ,7 ,17,2,1
7621,2 ,1 ,6 ,9,5,0
7622,0 ,5 ,7 ,12,7,0
7623,1 ,8 ,2 ,11,7,0
7624,4 ,2 ,7 ,13,5,0
7625,7 ,5 ,1 ,13,6,0
7626,2 ,4 ,5 ,11,3,0
7627,7 ,3 ,0 ,10,7,0
7628,6 ,6 ,5 ,17,1,1
7629,1 ,9 ,0 ,10,9,0
7630,8 ,8 ,8 ,24,0,1
7631,1 ,1 ,9 ,11,8,1
7632,0 ,3 ,0 ,3,3,1
7633,7 ,3 ,7 ,17,4,1
7634,9 ,3 ,2 ,14,7,0
7635,5 ,6 ,7 ,18,2,0
7636,7 ,0 ,2 ,9,7,0
7637,0 ,6 ,6 ,12,6,1
7638,7 ,3 ,0 ,10,7,0
7639,6 ,6 ,7 ,19,1,1
7640,1 ,4 ,5 ,10,4,0
7641,5 ,1 ,3 ,9,4,0
7642,2 ,8 ,0 ,10,8,0
7643,3 ,2 ,7 ,12,5,0
7644,9 ,0 ,5 ,14,9,0
7645,7 ,6 ,8 ,21,2,0
7646,2 ,1 ,2 ,5,1,1
7647,1 ,8 ,1 ,10,7,1
7648,1 ,6 ,8 ,15,7,0
7649,3 ,0 ,3 ,6,3,1
7650,9 ,8 ,5 ,22,4,0
7651,5 ,8 ,6 ,19,3,0
7652,4 ,9 ,8 ,21,5,0
7653,8 ,5 ,0 ,13,8,0
7654,3 ,1 ,4 ,8,3,0
7655,1 ,7 ,2 ,10,6,0
7656,6 ,4 ,8 ,18,4,0
